日付,施設（本院に合算）コード,DCF施設コード,品目コード,実績
20251110,F144,F144,00001,101
20251116,F144,F144,00001,74
20251120,F144,F144,00001,19
20251127,F144,F144,00001,72
20251206,F144,F144,00001,89
20251210,F144,F144,00001,102
20251218,F144,F144,00001,68
20251222,F144,F144,00001,62
20251229,F144,F144,00001,47
20230405,F145,F145,00001,92
20230416,F145,F145,00001,46
20230425,F145,F145,00001,81
20230506,F145,F145,00001,64
20230515,F145,F145,00001,11
20230526,F145,F145,00001,65
20230607,F145,F145,00001,64
20230616,F145,F145,00001,91
20230626,F145,F145,00001,51
20230706,F145,F145,00001,91
20230715,F145,F145,00001,63
20230727,F145,F145,00001,62
20230803,F145,F145,00001,71
20230812,F145,F145,00001,64
20230819,F145,F145,00001,32
20230827,F145,F145,00001,58
20230905,F145,F145,00001,81
20230917,F145,F145,00001,36
20230928,F145,F145,00001,38
20231006,F145,F145,00001,152
20231024,F145,F145,00001,77
20231106,F145,F145,00001,33
20231112,F145,F145,00001,45
20231120,F145,F145,00001,40
20231127,F145,F145,00001,94
20231206,F145,F145,00001,47
20231218,F145,F145,00001,83
20231228,F145,F145,00001,120
20240104,F145,F145,00001,66
20240114,F145,F145,00001,47
20240124,F145,F145,00001,123
20240204,F145,F145,00001,129
20240213,F145,F145,00001,51
20240224,F145,F145,00001,28
20240302,F145,F145,00001,104
20240310,F145,F145,00001,43
20240318,F145,F145,00001,43
20240327,F145,F145,00001,44
20240406,F145,F145,00001,142
20240415,F145,F145,00001,91
20240428,F145,F145,00001,54
20240509,F145,F145,00001,79
20240524,F145,F145,00001,149
20240607,F145,F145,00001,51
20240615,F145,F145,00001,86
20240628,F145,F145,00001,94
20240708,F145,F145,00001,117
20240718,F145,F145,00001,153
20240726,F145,F145,00001,54
20240806,F145,F145,00001,86
20240814,F145,F145,00001,40
20240824,F145,F145,00001,118
20240906,F145,F145,00001,134
20240915,F145,F145,00001,83
20240926,F145,F145,00001,108
20241002,F145,F145,00001,143
20241010,F145,F145,00001,42
20241020,F145,F145,00001,65
20241030,F145,F145,00001,62
20241108,F145,F145,00001,130
20241114,F145,F145,00001,32
20241125,F145,F145,00001,118
20241208,F145,F145,00001,156
20241222,F145,F145,00001,164
20250107,F145,F145,00001,189
20250116,F145,F145,00001,42
20250127,F145,F145,00001,70
20250204,F145,F145,00001,131
20250215,F145,F145,00001,98
20250225,F145,F145,00001,58
20250303,F145,F145,00001,101
20250313,F145,F145,00001,123
20250321,F145,F145,00001,37
20250327,F145,F145,00001,32
20250406,F145,F145,00001,125
20250415,F145,F145,00001,52
20250428,F145,F145,00001,134
20250505,F145,F145,00001,133
20250514,F145,F145,00001,32
20250526,F145,F145,00001,139
20250604,F145,F145,00001,80
20250617,F145,F145,00001,182
20250628,F145,F145,00001,73
20250708,F145,F145,00001,119
20250718,F145,F145,00001,127
20250728,F145,F145,00001,66
20250807,F145,F145,00001,30
20250816,F145,F145,00001,118
20250826,F145,F145,00001,142
20250905,F145,F145,00001,72
20250918,F145,F145,00001,127
20250928,F145,F145,00001,149
20251009,F145,F145,00001,183
20251023,F145,F145,00001,131
20251107,F145,F145,00001,35
20251117,F145,F145,00001,79
20251128,F145,F145,00001,221
20251210,F145,F145,00001,225
20251223,F145,F145,00001,107
20230412,F146,F146,00001,427
20230524,F146,F146,00001,427
20230612,F146,F146,00001,433
20230707,F146,F146,00001,170
20230722,F146,F146,00001,330
20230829,F146,F146,00001,474
20230917,F146,F146,00001,531
20231010,F146,F146,00001,265
20231025,F146,F146,00001,231
20231110,F146,F146,00001,559
20231224,F146,F146,00001,549
20240120,F146,F146,00001,553
20240202,F146,F146,00001,504
20240309,F146,F146,00001,284
20240326,F146,F146,00001,254
20240403,F146,F146,00001,586
20240516,F146,F146,00001,543
20240610,F146,F146,00001,539
20240724,F146,F146,00001,538
20240809,F146,F146,00001,313
20240822,F146,F146,00001,242
20240911,F146,F146,00001,591
20241001,F146,F146,00001,590
20241123,F146,F146,00001,573
20241209,F146,F146,00001,196
20241222,F146,F146,00001,412
20250119,F146,F146,00001,606
20250220,F146,F146,00001,630
20250307,F146,F146,00001,46
20250324,F146,F146,00001,582
20250421,F146,F146,00001,605
20250523,F146,F146,00001,602
20250622,F146,F146,00001,572
20250729,F146,F146,00001,615
20250801,F146,F146,00001,570
20250912,F146,F146,00001,561
20251029,F146,F146,00001,615
20251115,F146,F146,00001,617
20251213,F146,F146,00001,597
20230403,F147,F147,00001,30
20230412,F147,F147,00001,44
20230414,F147,F147,00001,12
20230420,F147,F147,00001,34
20230428,F147,F147,00001,35
20230506,F147,F147,00001,49
20230508,F147,F147,00001,45
20230516,F147,F147,00001,8
20230521,F147,F147,00001,28
20230530,F147,F147,00001,34
20230604,F147,F147,00001,24
20230611,F147,F147,00001,28
20230620,F147,F147,00001,44
20230627,F147,F147,00001,68
20230702,F147,F147,00001,31
20230712,F147,F147,00001,7
20230714,F147,F147,00001,30
20230721,F147,F147,00001,21
20230728,F147,F147,00001,59
20230803,F147,F147,00001,20
20230808,F147,F147,00001,19
20230814,F147,F147,00001,19
20230824,F147,F147,00001,27
20230828,F147,F147,00001,29
20230903,F147,F147,00001,29
20230909,F147,F147,00001,42
20230918,F147,F147,00001,21
20230924,F147,F147,00001,33
20230929,F147,F147,00001,75
20231002,F147,F147,00001,18
20231013,F147,F147,00001,54
20231021,F147,F147,00001,23
20231027,F147,F147,00001,60
20231102,F147,F147,00001,24
20231113,F147,F147,00001,32
20231118,F147,F147,00001,84
20231129,F147,F147,00001,64
20231204,F147,F147,00001,23
20231210,F147,F147,00001,71
20231218,F147,F147,00001,11
20231221,F147,F147,00001,18
20231229,F147,F147,00001,50
20240102,F147,F147,00001,60
20240108,F147,F147,00001,27
20240117,F147,F147,00001,45
20240121,F147,F147,00001,10
20240128,F147,F147,00001,38
20240205,F147,F147,00001,19
20240210,F147,F147,00001,15
20240213,F147,F147,00001,55
20240223,F147,F147,00001,33
20240227,F147,F147,00001,45
20240305,F147,F147,00001,35
20240309,F147,F147,00001,34
20240315,F147,F147,00001,31
20240321,F147,F147,00001,24
20240327,F147,F147,00001,16
20240404,F147,F147,00001,58
20240414,F147,F147,00001,39
20240420,F147,F147,00001,43
20240429,F147,F147,00001,124
20240504,F147,F147,00001,76
20240508,F147,F147,00001,21
20240514,F147,F147,00001,53
20240521,F147,F147,00001,61
20240527,F147,F147,00001,42
20240605,F147,F147,00001,33
20240612,F147,F147,00001,57
20240617,F147,F147,00001,34
20240621,F147,F147,00001,59
20240628,F147,F147,00001,32
20240702,F147,F147,00001,44
20240712,F147,F147,00001,49
20240718,F147,F147,00001,63
20240724,F147,F147,00001,46
20240728,F147,F147,00001,9
20240804,F147,F147,00001,56
20240809,F147,F147,00001,47
20240816,F147,F147,00001,36
20240824,F147,F147,00001,46
20240830,F147,F147,00001,54
20240902,F147,F147,00001,73
20240909,F147,F147,00001,28
20240917,F147,F147,00001,50
20240924,F147,F147,00001,49
20240929,F147,F147,00001,20
20241004,F147,F147,00001,50
20241011,F147,F147,00001,75
20241018,F147,F147,00001,46
20241030,F147,F147,00001,78
20241103,F147,F147,00001,31
20241112,F147,F147,00001,71
20241119,F147,F147,00001,25
20241129,F147,F147,00001,138
20241206,F147,F147,00001,34
20241210,F147,F147,00001,56
20241217,F147,F147,00001,38
20241224,F147,F147,00001,82
20241227,F147,F147,00001,71
20250102,F147,F147,00001,44
20250109,F147,F147,00001,102
20250115,F147,F147,00001,33
20250122,F147,F147,00001,24
20250129,F147,F147,00001,45
20250204,F147,F147,00001,58
20250208,F147,F147,00001,48
20250213,F147,F147,00001,27
20250219,F147,F147,00001,25
20250227,F147,F147,00001,82
20250304,F147,F147,00001,24
20250308,F147,F147,00001,4
20250311,F147,F147,00001,43
20250318,F147,F147,00001,84
20250323,F147,F147,00001,47
20250331,F147,F147,00001,50
20250406,F147,F147,00001,21
20250412,F147,F147,00001,83
20250417,F147,F147,00001,65
20250422,F147,F147,00001,57
20250429,F147,F147,00001,34
20250505,F147,F147,00001,37
20250509,F147,F147,00001,20
20250515,F147,F147,00001,29
20250519,F147,F147,00001,51
20250524,F147,F147,00001,109
20250527,F147,F147,00001,13
20250604,F147,F147,00001,36
20250608,F147,F147,00001,87
20250616,F147,F147,00001,58
20250621,F147,F147,00001,47
20250629,F147,F147,00001,63
20250704,F147,F147,00001,20
20250708,F147,F147,00001,36
20250714,F147,F147,00001,57
20250724,F147,F147,00001,25
20250728,F147,F147,00001,96
20250806,F147,F147,00001,76
20250810,F147,F147,00001,46
20250816,F147,F147,00001,43
20250824,F147,F147,00001,76
20250827,F147,F147,00001,54
20250906,F147,F147,00001,91
20250911,F147,F147,00001,93
20250920,F147,F147,00001,11
20250926,F147,F147,00001,40
20251006,F147,F147,00001,46
20251008,F147,F147,00001,77
20251015,F147,F147,00001,49
20251022,F147,F147,00001,50
20251029,F147,F147,00001,22
20251102,F147,F147,00001,48
20251109,F147,F147,00001,41
20251114,F147,F147,00001,26
20251123,F147,F147,00001,58
20251127,F147,F147,00001,58
20251204,F147,F147,00001,23
20251207,F147,F147,00001,42
20251215,F147,F147,00001,61
20251220,F147,F147,00001,45
20251224,F147,F147,00001,40
20251231,F147,F147,00001,71
20230403,F148,F148,00001,40
20230412,F148,F148,00001,27
20230420,F148,F148,00001,53
20230428,F148,F148,00001,95
20230503,F148,F148,00001,26
20230512,F148,F148,00001,42
20230522,F148,F148,00001,50
20230526,F148,F148,00001,55
20230602,F148,F148,00001,4
20230609,F148,F148,00001,41
20230615,F148,F148,00001,44
20230624,F148,F148,00001,23
20230628,F148,F148,00001,59
20230704,F148,F148,00001,61
20230713,F148,F148,00001,86
20230722,F148,F148,00001,27
20230729,F148,F148,00001,19
20230808,F148,F148,00001,106
20230814,F148,F148,00001,34
20230826,F148,F148,00001,30
20230902,F148,F148,00001,90
20230911,F148,F148,00001,31
20230915,F148,F148,00001,17
20230922,F148,F148,00001,48
20230927,F148,F148,00001,27
20231008,F148,F148,00001,37
20231017,F148,F148,00001,62
20231027,F148,F148,00001,98
20231107,F148,F148,00001,47
20231116,F148,F148,00001,17
20231127,F148,F148,00001,31
20231202,F148,F148,00001,26
20231214,F148,F148,00001,7
20231218,F148,F148,00001,131
20231227,F148,F148,00001,65
20240103,F148,F148,00001,22
20240114,F148,F148,00001,58
20240121,F148,F148,00001,82
20240129,F148,F148,00001,22
20240204,F148,F148,00001,37
20240209,F148,F148,00001,65
20240220,F148,F148,00001,62
20240225,F148,F148,00001,40
20240304,F148,F148,00001,63
20240313,F148,F148,00001,39
20240322,F148,F148,00001,56
20240326,F148,F148,00001,65
20240405,F148,F148,00001,44
20240411,F148,F148,00001,69
20240419,F148,F148,00001,26
20240427,F148,F148,00001,78
20240502,F148,F148,00001,47
20240514,F148,F148,00001,82
20240522,F148,F148,00001,22
20240530,F148,F148,00001,59
20240605,F148,F148,00001,56
20240618,F148,F148,00001,141
20240625,F148,F148,00001,28
20240707,F148,F148,00001,72
20240718,F148,F148,00001,122
20240725,F148,F148,00001,51
20240805,F148,F148,00001,61
20240810,F148,F148,00001,4
20240817,F148,F148,00001,52
20240820,F148,F148,00001,44
20240829,F148,F148,00001,17
20240905,F148,F148,00001,52
20240911,F148,F148,00001,54
20240917,F148,F148,00001,26
20240928,F148,F148,00001,88
20241004,F148,F148,00001,69
20241009,F148,F148,00001,61
20241014,F148,F148,00001,25
20241023,F148,F148,00001,15
20241027,F148,F148,00001,35
20241106,F148,F148,00001,55
20241112,F148,F148,00001,69
20241121,F148,F148,00001,79
20241126,F148,F148,00001,15
20241206,F148,F148,00001,77
20241218,F148,F148,00001,90
20241226,F148,F148,00001,66
20250105,F148,F148,00001,52
20250117,F148,F148,00001,80
20250127,F148,F148,00001,98
20250201,F148,F148,00001,63
20250209,F148,F148,00001,25
20250215,F148,F148,00001,25
20250220,F148,F148,00001,67
20250228,F148,F148,00001,38
20250305,F148,F148,00001,78
20250313,F148,F148,00001,43
20250318,F148,F148,00001,53
20250330,F148,F148,00001,96
20250402,F148,F148,00001,61
20250414,F148,F148,00001,56
20250421,F148,F148,00001,53
20250428,F148,F148,00001,83
20250502,F148,F148,00001,122
20250513,F148,F148,00001,66
20250518,F148,F148,00001,24
20250527,F148,F148,00001,63
20250604,F148,F148,00001,72
20250612,F148,F148,00001,31
20250616,F148,F148,00001,18
20250624,F148,F148,00001,69
20250627,F148,F148,00001,33
20250708,F148,F148,00001,123
20250714,F148,F148,00001,39
20250727,F148,F148,00001,48
20250804,F148,F148,00001,79
20250810,F148,F148,00001,56
20250819,F148,F148,00001,84
20250830,F148,F148,00001,11
20250904,F148,F148,00001,26
20250911,F148,F148,00001,78
20250918,F148,F148,00001,68
20250928,F148,F148,00001,42
20251002,F148,F148,00001,122
20251013,F148,F148,00001,3
20251022,F148,F148,00001,47
20251030,F148,F148,00001,72
20251106,F148,F148,00001,99
20251117,F148,F148,00001,102
20251124,F148,F148,00001,74
20251205,F148,F148,00001,74
20251213,F148,F148,00001,83
20251218,F148,F148,00001,69
20251230,F148,F148,00001,85
20230427,F149,F149,00001,271
20230510,F149,F149,00001,216
20230626,F149,F149,00001,231
20230729,F149,F149,00001,265
20230818,F149,F149,00001,208
20230918,F149,F149,00001,242
20231024,F149,F149,00001,270
20231114,F149,F149,00001,278
20231228,F149,F149,00001,244
20240128,F149,F149,00001,276
20240207,F149,F149,00001,82
20240224,F149,F149,00001,198
20240306,F149,F149,00001,176
20240324,F149,F149,00001,131
20240420,F149,F149,00001,331
20240531,F149,F149,00001,323
20240603,F149,F149,00001,323
20240728,F149,F149,00001,336
20240819,F149,F149,00001,328
20240911,F149,F149,00001,328
20241007,F149,F149,00001,95
20241022,F149,F149,00001,293
20241106,F149,F149,00001,336
20241210,F149,F149,00001,209
20241223,F149,F149,00001,212
20250107,F149,F149,00001,367
20250122,F149,F149,00001,29
20250204,F149,F149,00001,390
20250329,F149,F149,00001,437
20250407,F149,F149,00001,465
20250521,F149,F149,00001,379
20250607,F149,F149,00001,290
20250621,F149,F149,00001,122
20250730,F149,F149,00001,449
20250803,F149,F149,00001,462
20250907,F149,F149,00001,280
20250925,F149,F149,00001,130
20251025,F149,F149,00001,520
20251121,F149,F149,00001,505
20251206,F149,F149,00001,494
20230406,F150,F150,00001,65
20230410,F150,F150,00001,38
20230416,F150,F150,00001,26
20230424,F150,F150,00001,23
20230427,F150,F150,00001,26
20230503,F150,F150,00001,17
20230512,F150,F150,00001,40
20230514,F150,F150,00001,66
20230522,F150,F150,00001,47
20230530,F150,F150,00001,38
20230606,F150,F150,00001,11
20230611,F150,F150,00001,53
20230617,F150,F150,00001,33
20230620,F150,F150,00001,45
20230630,F150,F150,00001,30
20230704,F150,F150,00001,57
20230708,F150,F150,00001,27
20230714,F150,F150,00001,23
20230719,F150,F150,00001,45
20230725,F150,F150,00001,4
20230727,F150,F150,00001,30
20230805,F150,F150,00001,16
20230807,F150,F150,00001,57
20230811,F150,F150,00001,18
20230819,F150,F150,00001,37
20230825,F150,F150,00001,27
20230827,F150,F150,00001,72
20230906,F150,F150,00001,50
20230913,F150,F150,00001,39
20230921,F150,F150,00001,66
20230925,F150,F150,00001,46
20231005,F150,F150,00001,44
20231014,F150,F150,00001,44
20231021,F150,F150,00001,26
20231029,F150,F150,00001,74
20231105,F150,F150,00001,29
20231109,F150,F150,00001,20
20231115,F150,F150,00001,27
20231118,F150,F150,00001,24
20231121,F150,F150,00001,52
20231130,F150,F150,00001,22
20231202,F150,F150,00001,55
20231209,F150,F150,00001,89
20231218,F150,F150,00001,27
20231223,F150,F150,00001,44
20231228,F150,F150,00001,12
20240106,F150,F150,00001,47
20240110,F150,F150,00001,56
20240115,F150,F150,00001,42
20240122,F150,F150,00001,55
20240130,F150,F150,00001,27
20240206,F150,F150,00001,107
20240211,F150,F150,00001,31
20240217,F150,F150,00001,82
20240224,F150,F150,00001,18
20240304,F150,F150,00001,110
20240309,F150,F150,00001,19
20240314,F150,F150,00001,15
20240324,F150,F150,00001,56
20240327,F150,F150,00001,45
20240404,F150,F150,00001,33
20240412,F150,F150,00001,48
20240417,F150,F150,00001,77
20240424,F150,F150,00001,40
20240430,F150,F150,00001,41
20240502,F150,F150,00001,42
20240509,F150,F150,00001,60
20240515,F150,F150,00001,17
20240519,F150,F150,00001,55
20240523,F150,F150,00001,28
20240527,F150,F150,00001,32
20240605,F150,F150,00001,37
20240612,F150,F150,00001,32
20240614,F150,F150,00001,83
20240621,F150,F150,00001,32
20240626,F150,F150,00001,48
20240702,F150,F150,00001,32
20240709,F150,F150,00001,27
20240714,F150,F150,00001,34
20240720,F150,F150,00001,13
20240724,F150,F150,00001,40
20240731,F150,F150,00001,37
20240802,F150,F150,00001,22
20240807,F150,F150,00001,31
20240815,F150,F150,00001,64
20240819,F150,F150,00001,105
20240822,F150,F150,00001,48
20240829,F150,F150,00001,41
20240903,F150,F150,00001,44
20240908,F150,F150,00001,115
20240915,F150,F150,00001,25
20240924,F150,F150,00001,66
20240926,F150,F150,00001,34
20241003,F150,F150,00001,40
20241008,F150,F150,00001,44
20241014,F150,F150,00001,73
20241020,F150,F150,00001,13
20241027,F150,F150,00001,47
20241102,F150,F150,00001,22
20241108,F150,F150,00001,112
20241118,F150,F150,00001,12
20241122,F150,F150,00001,21
20241128,F150,F150,00001,46
20241203,F150,F150,00001,55
20241210,F150,F150,00001,79
20241216,F150,F150,00001,43
20241222,F150,F150,00001,24
20241226,F150,F150,00001,22
20250105,F150,F150,00001,47
20250109,F150,F150,00001,30
20250114,F150,F150,00001,33
20250117,F150,F150,00001,17
20250123,F150,F150,00001,15
20250129,F150,F150,00001,55
20250206,F150,F150,00001,51
20250209,F150,F150,00001,71
20250219,F150,F150,00001,28
20250227,F150,F150,00001,104
20250302,F150,F150,00001,33
20250313,F150,F150,00001,108
20250318,F150,F150,00001,74
20250330,F150,F150,00001,13
20250402,F150,F150,00001,58
20250412,F150,F150,00001,44
20250416,F150,F150,00001,18
20250421,F150,F150,00001,65
20250428,F150,F150,00001,18
20250506,F150,F150,00001,62
20250511,F150,F150,00001,96
20250515,F150,F150,00001,51
20250520,F150,F150,00001,60
20250527,F150,F150,00001,22
20250603,F150,F150,00001,34
20250609,F150,F150,00001,24
20250613,F150,F150,00001,4
20250620,F150,F150,00001,52
20250622,F150,F150,00001,111
20250626,F150,F150,00001,21
20250702,F150,F150,00001,33
20250712,F150,F150,00001,76
20250722,F150,F150,00001,66
20250730,F150,F150,00001,74
20250806,F150,F150,00001,8
20250811,F150,F150,00001,120
20250818,F150,F150,00001,56
20250829,F150,F150,00001,29
20250903,F150,F150,00001,41
20250911,F150,F150,00001,49
20250918,F150,F150,00001,18
20250923,F150,F150,00001,91
20250926,F150,F150,00001,24
20251004,F150,F150,00001,49
20251012,F150,F150,00001,68
20251014,F150,F150,00001,85
20251023,F150,F150,00001,28
20251028,F150,F150,00001,9
20251102,F150,F150,00001,36
20251109,F150,F150,00001,78
20251114,F150,F150,00001,58
20251123,F150,F150,00001,8
20251126,F150,F150,00001,40
20251204,F150,F150,00001,27
20251209,F150,F150,00001,85
20251215,F150,F150,00001,4
20251221,F150,F150,00001,74
20251227,F150,F150,00001,44
20230403,F151,F151,00001,93
20230414,F151,F151,00001,34
20230418,F151,F151,00001,50
20230426,F151,F151,00001,62
20230502,F151,F151,00001,53
20230510,F151,F151,00001,86
20230520,F151,F151,00001,50
20230529,F151,F151,00001,16
20230606,F151,F151,00001,95
20230612,F151,F151,00001,27
20230621,F151,F151,00001,37
20230628,F151,F151,00001,68
20230704,F151,F151,00001,13
20230710,F151,F151,00001,33
20230714,F151,F151,00001,139
20230723,F151,F151,00001,33
20230727,F151,F151,00001,12
20230804,F151,F151,00001,33
20230814,F151,F151,00001,133
20230825,F151,F151,00001,91
20230907,F151,F151,00001,109
20230916,F151,F151,00001,57
20230924,F151,F151,00001,83
20231003,F151,F151,00001,30
20231011,F151,F151,00001,43
20231020,F151,F151,00001,50
20231028,F151,F151,00001,100
20231105,F151,F151,00001,66
20231113,F151,F151,00001,51
20231118,F151,F151,00001,57
20231127,F151,F151,00001,75
20231203,F151,F151,00001,34
20231210,F151,F151,00001,88
20231222,F151,F151,00001,102
20231227,F151,F151,00001,43
20240108,F151,F151,00001,176
20240117,F151,F151,00001,50
20240126,F151,F151,00001,82
20240201,F151,F151,00001,60
20240210,F151,F151,00001,108
20240214,F151,F151,00001,44
20240219,F151,F151,00001,22
20240225,F151,F151,00001,51
20240302,F151,F151,00001,47
20240313,F151,F151,00001,80
20240321,F151,F151,00001,54
20240330,F151,F151,00001,65
20240404,F151,F151,00001,33
20240410,F151,F151,00001,57
20240418,F151,F151,00001,83
20240429,F151,F151,00001,121
20240503,F151,F151,00001,112
20240513,F151,F151,00001,22
20240520,F151,F151,00001,62
20240530,F151,F151,00001,43
20240605,F151,F151,00001,51
20240608,F151,F151,00001,9
20240614,F151,F151,00001,64
20240624,F151,F151,00001,120
20240626,F151,F151,00001,88
20240705,F151,F151,00001,20
20240708,F151,F151,00001,34
20240714,F151,F151,00001,32
20240723,F151,F151,00001,107
20240730,F151,F151,00001,94
20240806,F151,F151,00001,151
20240817,F151,F151,00001,79
20240828,F151,F151,00001,63
20240902,F151,F151,00001,69
20240913,F151,F151,00001,37
20240917,F151,F151,00001,86
20240926,F151,F151,00001,127
20241006,F151,F151,00001,83
20241008,F151,F151,00001,75
20241014,F151,F151,00001,61
20241023,F151,F151,00001,21
20241028,F151,F151,00001,58
20241102,F151,F151,00001,47
20241114,F151,F151,00001,14
20241117,F151,F151,00001,232
20241127,F151,F151,00001,61
20241204,F151,F151,00001,78
20241214,F151,F151,00001,161
20241222,F151,F151,00001,36
20241228,F151,F151,00001,21
20250102,F151,F151,00001,17
20250113,F151,F151,00001,87
20250118,F151,F151,00001,29
20250128,F151,F151,00001,171
20250205,F151,F151,00001,109
20250211,F151,F151,00001,21
20250217,F151,F151,00001,126
20250223,F151,F151,00001,48
20250304,F151,F151,00001,64
20250314,F151,F151,00001,78
20250322,F151,F151,00001,65
20250327,F151,F151,00001,107
20250402,F151,F151,00001,161
20250411,F151,F151,00001,136
20250420,F151,F151,00001,26
20250428,F151,F151,00001,73
20250502,F151,F151,00001,139
20250514,F151,F151,00001,46
20250522,F151,F151,00001,115
20250526,F151,F151,00001,24
20250605,F151,F151,00001,75
20250614,F151,F151,00001,39
20250619,F151,F151,00001,99
20250627,F151,F151,00001,124
20250703,F151,F151,00001,66
20250713,F151,F151,00001,72
20250722,F151,F151,00001,80
20250728,F151,F151,00001,82
20250806,F151,F151,00001,72
20250810,F151,F151,00001,52
20250822,F151,F151,00001,107
20250829,F151,F151,00001,65
20250906,F151,F151,00001,157
20250911,F151,F151,00001,42
20250917,F151,F151,00001,32
20250926,F151,F151,00001,69
20251003,F151,F151,00001,35
20251011,F151,F151,00001,127
20251018,F151,F151,00001,80
20251030,F151,F151,00001,67
20251102,F151,F151,00001,53
20251112,F151,F151,00001,81
20251117,F151,F151,00001,64
20251123,F151,F151,00001,108
20251126,F151,F151,00001,48
20251204,F151,F151,00001,71
20251210,F151,F151,00001,87
20251220,F151,F151,00001,148
20251229,F151,F151,00001,38
20230403,F152,F152,00001,37
20230410,F152,F152,00001,60
20230418,F152,F152,00001,66
20230427,F152,F152,00001,56
20230507,F152,F152,00001,127
20230516,F152,F152,00001,121
20230528,F152,F152,00001,45
20230605,F152,F152,00001,65
20230611,F152,F152,00001,125
20230617,F152,F152,00001,99
20230628,F152,F152,00001,52
20230703,F152,F152,00001,30
20230710,F152,F152,00001,62
20230722,F152,F152,00001,137
20230726,F152,F152,00001,107
20230807,F152,F152,00001,191
20230817,F152,F152,00001,71
20230826,F152,F152,00001,110
20230905,F152,F152,00001,79
20230917,F152,F152,00001,71
20230925,F152,F152,00001,240
20231008,F152,F152,00001,367
20231026,F152,F152,00001,58
20231108,F152,F152,00001,24
20231117,F152,F152,00001,85
20231125,F152,F152,00001,278
20231206,F152,F152,00001,168
20231216,F152,F152,00001,137
20231224,F152,F152,00001,93
20240105,F152,F152,00001,116
20240118,F152,F152,00001,219
20240124,F152,F152,00001,56
20240207,F152,F152,00001,179
20240214,F152,F152,00001,167
20240224,F152,F152,00001,55
20240304,F152,F152,00001,50
20240310,F152,F152,00001,197
20240321,F152,F152,00001,144
20240326,F152,F152,00001,64
20240406,F152,F152,00001,178
20240417,F152,F152,00001,103
20240427,F152,F152,00001,64
20240504,F152,F152,00001,33
20240515,F152,F152,00001,208
20240526,F152,F152,00001,195
20240605,F152,F152,00001,168
20240618,F152,F152,00001,59
20240625,F152,F152,00001,158
20240702,F152,F152,00001,123
20240712,F152,F152,00001,92
20240718,F152,F152,00001,53
20240729,F152,F152,00001,172
20240805,F152,F152,00001,138
20240817,F152,F152,00001,98
20240824,F152,F152,00001,186
20240903,F152,F152,00001,111
20240914,F152,F152,00001,185
20240919,F152,F152,00001,120
20240926,F152,F152,00001,72
20241005,F152,F152,00001,174
20241015,F152,F152,00001,97
20241028,F152,F152,00001,204
20241104,F152,F152,00001,140
20241111,F152,F152,00001,128
20241120,F152,F152,00001,61
20241125,F152,F152,00001,120
20241205,F152,F152,00001,130
20241217,F152,F152,00001,81
20241226,F152,F152,00001,204
20250104,F152,F152,00001,105
20250111,F152,F152,00001,131
20250119,F152,F152,00001,93
20250130,F152,F152,00001,90
20250204,F152,F152,00001,100
20250214,F152,F152,00001,203
20250222,F152,F152,00001,174
20250306,F152,F152,00001,97
20250316,F152,F152,00001,201
20250324,F152,F152,00001,116
20250408,F152,F152,00001,81
20250415,F152,F152,00001,92
20250424,F152,F152,00001,291
20250507,F152,F152,00001,152
20250522,F152,F152,00001,294
20250603,F152,F152,00001,59
20250612,F152,F152,00001,14
20250617,F152,F152,00001,365
20250627,F152,F152,00001,45
20250709,F152,F152,00001,334
20250723,F152,F152,00001,76
20250804,F152,F152,00001,78
20250814,F152,F152,00001,48
20250821,F152,F152,00001,196
20250826,F152,F152,00001,93
20250905,F152,F152,00001,79
20250911,F152,F152,00001,179
20250920,F152,F152,00001,106
20250929,F152,F152,00001,58
20251002,F152,F152,00001,45
20251012,F152,F152,00001,145
20251018,F152,F152,00001,87
20251026,F152,F152,00001,116
20251104,F152,F152,00001,178
20251116,F152,F152,00001,109
20251128,F152,F152,00001,185
20251206,F152,F152,00001,255
20251222,F152,F152,00001,160
20230406,F153,F153,00001,20
20230412,F153,F153,00001,13
20230420,F153,F153,00001,108
20230428,F153,F153,00001,22
20230509,F153,F153,00001,141
20230522,F153,F153,00001,11
20230604,F153,F153,00001,15
20230614,F153,F153,00001,21
20230620,F153,F153,00001,62
20230626,F153,F153,00001,29
20230704,F153,F153,00001,40
20230714,F153,F153,00001,78
20230725,F153,F153,00001,43
20230806,F153,F153,00001,36
20230816,F153,F153,00001,23
20230826,F153,F153,00001,77
20230906,F153,F153,00001,73
20230917,F153,F153,00001,66
20230925,F153,F153,00001,19
20231006,F153,F153,00001,39
20231018,F153,F153,00001,86
20231027,F153,F153,00001,35
20231105,F153,F153,00001,39
20231116,F153,F153,00001,103
20231128,F153,F153,00001,27
20231208,F153,F153,00001,92
20231216,F153,F153,00001,62
20231226,F153,F153,00001,26
20240107,F153,F153,00001,78
20240114,F153,F153,00001,34
20240127,F153,F153,00001,32
20240207,F153,F153,00001,8
20240216,F153,F153,00001,83
20240227,F153,F153,00001,79
20240307,F153,F153,00001,53
20240318,F153,F153,00001,42
20240327,F153,F153,00001,86
20240407,F153,F153,00001,113
20240415,F153,F153,00001,82
20240425,F153,F153,00001,22
20240508,F153,F153,00001,94
20240517,F153,F153,00001,53
20240525,F153,F153,00001,75
20240604,F153,F153,00001,78
20240618,F153,F153,00001,96
20240626,F153,F153,00001,22
20240705,F153,F153,00001,35
