view_date,doctor_id,facility_id,channel_id
2025-03-11,D0304,F193,CH01
2025-03-29,D0304,F193,CH02
2025-04-08,D0304,F193,CH01
2023-12-07,D0207,F163,CH03
2023-12-31,D0207,F163,CH02
2024-03-01,D0207,F163,CH01
2024-03-18,D0207,F163,CH03
2024-04-03,D0207,F163,CH03
2024-05-15,D0207,F163,CH01
2024-05-27,D0207,F163,CH01
2024-05-31,D0207,F163,CH01
2024-06-30,D0207,F163,CH02
2024-07-30,D0207,F163,CH01
2024-08-02,D0207,F163,CH03
2024-10-27,D0207,F163,CH02
2024-11-02,D0207,F163,CH02
2025-02-14,D0207,F163,CH03
2025-03-02,D0207,F163,CH02
2025-04-14,D0207,F163,CH01
2025-05-04,D0207,F163,CH01
2025-12-28,D0207,F163,CH01
2023-09-09,D0207,F163,CH08
2024-01-03,D0207,F163,CH07
2024-02-03,D0207,F163,CH08
2024-03-29,D0207,F163,CH08
2024-07-06,D0207,F163,CH07
2024-07-30,D0207,F163,CH08
2024-10-21,D0207,F163,CH07
2025-01-04,D0207,F163,CH07
2025-01-08,D0207,F163,CH09
2025-02-15,D0207,F163,CH07
2025-03-17,D0207,F163,CH08
2025-05-01,D0207,F163,CH08
2025-06-12,D0207,F163,CH08
2025-06-18,D0207,F163,CH08
2025-07-31,D0207,F163,CH07
2025-08-24,D0207,F163,CH09
2025-09-19,D0207,F163,CH09
2025-10-26,D0207,F163,CH07
2025-11-29,D0207,F163,CH08
2025-12-05,D0207,F163,CH09
2024-11-07,D0042,F042,CH04
2025-01-16,D0042,F042,CH06
2025-02-07,D0042,F042,CH05
2025-03-12,D0042,F042,CH04
2025-03-17,D0042,F042,CH04
2025-04-04,D0042,F042,CH06
2025-04-10,D0042,F042,CH04
2025-05-29,D0042,F042,CH04
2025-06-15,D0042,F042,CH04
2025-06-29,D0042,F042,CH06
2025-11-10,D0042,F042,CH04
2025-12-09,D0042,F042,CH06
2024-08-08,D0042,F042,CH02
2024-09-27,D0042,F042,CH03
2024-10-30,D0042,F042,CH01
2024-11-16,D0042,F042,CH02
2024-11-20,D0042,F042,CH03
2024-12-16,D0042,F042,CH01
2025-01-20,D0042,F042,CH02
2025-02-21,D0042,F042,CH01
2025-04-09,D0042,F042,CH02
2025-04-26,D0042,F042,CH02
2025-05-06,D0042,F042,CH03
2025-05-28,D0042,F042,CH03
2025-06-04,D0042,F042,CH01
2025-09-02,D0042,F042,CH01
2025-10-11,D0042,F042,CH02
2025-11-11,D0042,F042,CH03
2025-12-21,D0042,F042,CH02
2024-11-04,D0045,F045,CH05
2025-02-15,D0045,F045,CH04
2025-02-24,D0045,F045,CH05
2025-02-28,D0045,F045,CH06
2025-03-31,D0045,F045,CH05
2025-04-23,D0045,F045,CH05
2025-05-05,D0045,F045,CH05
2025-06-02,D0045,F045,CH04
2025-08-03,D0045,F045,CH06
2025-08-12,D0045,F045,CH05
2025-10-15,D0045,F045,CH04
2025-12-02,D0045,F045,CH04
2024-11-20,D0045,F045,CH03
2025-01-19,D0045,F045,CH01
2025-07-03,D0045,F045,CH01
2025-07-12,D0045,F045,CH03
2025-07-17,D0045,F045,CH03
2025-09-26,D0045,F045,CH03
2025-10-15,D0045,F045,CH03
2025-12-29,D0045,F045,CH02
2024-04-11,D0093,F093,CH07
2024-06-04,D0093,F093,CH07
2024-06-26,D0093,F093,CH07
2024-09-11,D0093,F093,CH07
2024-09-16,D0093,F093,CH07
2024-10-28,D0093,F093,CH07
2025-01-06,D0093,F093,CH07
2025-01-12,D0093,F093,CH09
2025-04-22,D0093,F093,CH09
2025-07-03,D0093,F093,CH07
2025-08-03,D0093,F093,CH09
2025-09-05,D0093,F093,CH08
2025-09-19,D0093,F093,CH09
2025-11-05,D0093,F093,CH08
2025-11-22,D0093,F093,CH07
2024-08-18,D0093,F093,CH04
2024-10-10,D0093,F093,CH04
2024-10-26,D0093,F093,CH04
2024-12-11,D0093,F093,CH06
2024-12-30,D0093,F093,CH04
2025-02-03,D0093,F093,CH04
2025-03-06,D0093,F093,CH04
2025-04-20,D0093,F093,CH04
2025-06-02,D0093,F093,CH04
2025-06-20,D0093,F093,CH05
2025-07-26,D0093,F093,CH05
2025-09-09,D0093,F093,CH04
2025-10-20,D0093,F093,CH06
2025-12-14,D0093,F093,CH06
2024-05-04,D0093,F093,CH02
2024-07-17,D0093,F093,CH01
2024-09-05,D0093,F093,CH02
2024-11-05,D0093,F093,CH01
2024-11-09,D0093,F093,CH02
2024-12-09,D0093,F093,CH01
2025-02-07,D0093,F093,CH03
2025-04-20,D0093,F093,CH02
2025-05-02,D0093,F093,CH01
2025-06-04,D0093,F093,CH03
2025-06-09,D0093,F093,CH03
2025-08-13,D0093,F093,CH02
2025-08-21,D0093,F093,CH01
2025-10-10,D0093,F093,CH01
2025-11-17,D0093,F093,CH01
2025-12-08,D0093,F093,CH03
2025-12-29,D0093,F093,CH01
2023-08-25,D0198,F159,CH06
2023-08-31,D0198,F159,CH04
2023-09-28,D0198,F159,CH06
2023-12-24,D0198,F159,CH06
2024-01-26,D0198,F159,CH06
2024-05-29,D0198,F159,CH04
2024-06-02,D0198,F159,CH05
2024-06-16,D0198,F159,CH06
2024-08-05,D0198,F159,CH06
2024-09-08,D0198,F159,CH06
2024-11-09,D0198,F159,CH06
2024-11-13,D0198,F159,CH06
2024-11-25,D0198,F159,CH05
2024-12-30,D0198,F159,CH04
2025-01-21,D0198,F159,CH05
2024-01-21,D0198,F159,CH02
2024-03-01,D0198,F159,CH01
2024-03-30,D0198,F159,CH03
2024-05-05,D0198,F159,CH03
2024-06-07,D0198,F159,CH03
2024-06-13,D0198,F159,CH02
2024-07-27,D0198,F159,CH03
2024-09-09,D0198,F159,CH02
2024-11-09,D0198,F159,CH03
2024-11-23,D0198,F159,CH02
2025-02-18,D0198,F159,CH03
2025-03-25,D0198,F159,CH01
2025-03-27,D0198,F159,CH01
2025-04-06,D0198,F159,CH02
2023-10-23,D0174,F147,CH03
2023-12-22,D0174,F147,CH03
2024-01-24,D0174,F147,CH02
2024-02-22,D0174,F147,CH02
2024-03-29,D0174,F147,CH01
2024-04-11,D0174,F147,CH01
2024-04-24,D0174,F147,CH02
2024-05-09,D0174,F147,CH03
2024-05-23,D0174,F147,CH02
2024-05-27,D0174,F147,CH01
2024-06-09,D0174,F147,CH03
2024-07-11,D0174,F147,CH02
2024-08-07,D0174,F147,CH02
2024-10-29,D0174,F147,CH02
2024-11-27,D0174,F147,CH02
2024-12-05,D0174,F147,CH01
2024-12-06,D0174,F147,CH01
2024-12-20,D0174,F147,CH01
2025-01-01,D0174,F147,CH01
2025-01-04,D0174,F147,CH03
2025-01-17,D0174,F147,CH03
2025-04-25,D0174,F147,CH03
2025-06-24,D0174,F147,CH02
2025-07-25,D0174,F147,CH03
2025-10-09,D0174,F147,CH01
2025-11-07,D0174,F147,CH01
2024-10-06,D0174,F147,CH09
2024-11-12,D0174,F147,CH08
2025-01-01,D0174,F147,CH08
2025-02-13,D0174,F147,CH07
2025-02-22,D0174,F147,CH08
2025-03-17,D0174,F147,CH07
2025-04-09,D0174,F147,CH09
2025-06-06,D0174,F147,CH08
2025-07-31,D0174,F147,CH09
2025-08-06,D0174,F147,CH07
2025-08-08,D0174,F147,CH08
2025-08-17,D0174,F147,CH08
2025-08-23,D0174,F147,CH07
2024-04-03,D0145,F133,CH04
2024-08-23,D0145,F133,CH05
2024-10-18,D0145,F133,CH04
2024-10-26,D0145,F133,CH04
2024-12-23,D0145,F133,CH04
2025-01-08,D0145,F133,CH06
2025-03-03,D0145,F133,CH04
2025-04-12,D0145,F133,CH06
2025-06-15,D0145,F133,CH04
2025-06-16,D0145,F133,CH06
2025-08-10,D0145,F133,CH04
2025-08-12,D0145,F133,CH06
2025-09-06,D0145,F133,CH05
2025-10-07,D0145,F133,CH06
2025-01-16,D0205,F162,CH06
2025-01-29,D0205,F162,CH06
2024-01-07,D0205,F162,CH07
2024-01-30,D0205,F162,CH07
2024-02-03,D0205,F162,CH08
2024-04-04,D0142,F131,CH05
2024-06-13,D0142,F131,CH06
2024-07-15,D0142,F131,CH05
2024-07-30,D0142,F131,CH04
2024-09-18,D0142,F131,CH04
2024-10-29,D0142,F131,CH05
2024-11-10,D0142,F131,CH06
2024-12-09,D0142,F131,CH06
2025-01-29,D0142,F131,CH06
2025-04-06,D0142,F131,CH05
2024-09-11,D0026,F026,CH09
2024-10-12,D0026,F026,CH08
2024-10-17,D0026,F026,CH09
2024-11-20,D0026,F026,CH08
2025-01-07,D0026,F026,CH08
2025-01-08,D0026,F026,CH08
2025-03-14,D0026,F026,CH08
2025-06-18,D0026,F026,CH07
2025-07-09,D0026,F026,CH09
2025-10-04,D0026,F026,CH07
2025-11-16,D0026,F026,CH08
2025-11-17,D0026,F026,CH08
2025-12-03,D0026,F026,CH08
2024-02-06,D0026,F026,CH05
2024-05-13,D0026,F026,CH05
2024-06-06,D0026,F026,CH06
2024-07-28,D0026,F026,CH04
2024-07-29,D0026,F026,CH06
2024-11-14,D0026,F026,CH04
2024-11-29,D0026,F026,CH06
2024-12-12,D0026,F026,CH06
2024-12-25,D0026,F026,CH05
2025-02-26,D0026,F026,CH04
2025-04-03,D0026,F026,CH05
2025-09-20,D0026,F026,CH05
2025-10-02,D0026,F026,CH05
2025-11-19,D0026,F026,CH04
2025-12-23,D0026,F026,CH06
2025-12-26,D0026,F026,CH06
2024-10-28,D0137,F129,CH01
2024-11-12,D0137,F129,CH03
2025-02-01,D0137,F129,CH01
2025-03-02,D0137,F129,CH02
2025-03-21,D0137,F129,CH01
2025-04-03,D0137,F129,CH01
2025-06-04,D0137,F129,CH02
2025-07-13,D0137,F129,CH02
2025-07-18,D0137,F129,CH01
2025-09-03,D0137,F129,CH01
2025-09-09,D0137,F129,CH01
2025-11-27,D0137,F129,CH03
2024-08-24,D0137,F129,CH09
2024-11-12,D0137,F129,CH07
2024-12-13,D0137,F129,CH08
2025-02-28,D0137,F129,CH08
2025-03-03,D0137,F129,CH09
2025-06-04,D0137,F129,CH07
2025-10-03,D0137,F129,CH08
2025-11-07,D0137,F129,CH07
2025-11-29,D0137,F129,CH07
2024-01-22,D0137,F129,CH06
2024-03-06,D0137,F129,CH05
2024-04-10,D0137,F129,CH06
2024-05-16,D0137,F129,CH05
2024-05-25,D0137,F129,CH04
2024-09-21,D0137,F129,CH05
2024-11-08,D0137,F129,CH05
2024-11-26,D0137,F129,CH05
2025-02-16,D0137,F129,CH06
2025-02-26,D0137,F129,CH06
2025-03-13,D0137,F129,CH06
2025-06-14,D0137,F129,CH06
2025-07-12,D0137,F129,CH04
2025-07-18,D0137,F129,CH06
2025-08-18,D0137,F129,CH06
2025-09-25,D0137,F129,CH04
2025-09-29,D0137,F129,CH06
2025-11-30,D0137,F129,CH05
2024-07-04,D0259,F180,CH03
2023-12-26,D0259,F180,CH07
2025-04-28,D0259,F180,CH05
2025-05-17,D0259,F180,CH05
2025-10-02,D0071,F071,CH05
2025-12-02,D0071,F071,CH03
2025-11-13,D0071,F071,CH08
2024-05-06,D0201,F161,CH01
2024-06-22,D0201,F161,CH03
2023-07-09,D0201,F161,CH05
2024-03-17,D0219,F167,CH06
2024-10-08,D0219,F167,CH04
2024-10-14,D0219,F167,CH06
2024-12-26,D0219,F167,CH06
2023-10-04,D0219,F167,CH01
2023-12-05,D0219,F167,CH01
2023-12-11,D0219,F167,CH03
2024-01-23,D0219,F167,CH02
2024-04-18,D0219,F167,CH03
2024-01-09,D0130,F125,CH02
2024-03-02,D0130,F125,CH01
2024-04-04,D0130,F125,CH01
2024-06-04,D0130,F125,CH01
2024-08-12,D0130,F125,CH03
2024-09-28,D0130,F125,CH02
2024-11-09,D0130,F125,CH01
2024-12-07,D0130,F125,CH03
2025-02-15,D0130,F125,CH03
2025-04-30,D0130,F125,CH03
2025-06-30,D0130,F125,CH02
2025-07-08,D0130,F125,CH02
2025-10-10,D0130,F125,CH02
2025-10-15,D0130,F125,CH03
2025-12-14,D0130,F125,CH03
2024-01-14,D0130,F125,CH04
2024-02-17,D0130,F125,CH04
2024-03-22,D0130,F125,CH05
2024-03-27,D0130,F125,CH06
2024-05-11,D0130,F125,CH05
2024-06-29,D0130,F125,CH04
2024-07-07,D0130,F125,CH06
2024-11-06,D0130,F125,CH06
2024-11-18,D0130,F125,CH05
2024-12-19,D0130,F125,CH04
2024-12-28,D0130,F125,CH06
2025-05-23,D0130,F125,CH05
2025-06-18,D0130,F125,CH06
2025-08-19,D0130,F125,CH04
2025-09-30,D0130,F125,CH04
2025-10-20,D0130,F125,CH04
2025-11-23,D0130,F125,CH05
2024-01-13,D0130,F125,CH08
2024-04-18,D0130,F125,CH09
2024-06-25,D0130,F125,CH08
2024-08-17,D0130,F125,CH09
2024-08-19,D0130,F125,CH07
2024-08-26,D0130,F125,CH09
2024-10-31,D0130,F125,CH09
2024-11-22,D0130,F125,CH09
2025-01-13,D0130,F125,CH07
2025-08-14,D0130,F125,CH09
2025-10-13,D0130,F125,CH09
2025-10-22,D0130,F125,CH07
2025-10-26,D0130,F125,CH08
2025-12-26,D0130,F125,CH08
2024-04-01,D0035,F035,CH05
2024-05-16,D0035,F035,CH04
2024-05-19,D0035,F035,CH04
2024-01-18,D0275,F185,CH03
2024-02-03,D0275,F185,CH03
2024-05-12,D0275,F185,CH01
2024-11-08,D0275,F185,CH03
2024-12-12,D0275,F185,CH03
2024-12-21,D0275,F185,CH02
2024-03-06,D0275,F185,CH08
2024-08-01,D0275,F185,CH09
2024-11-25,D0275,F185,CH09
2025-02-06,D0275,F185,CH09
2025-03-27,D0275,F185,CH07
2023-09-10,D0034,F034,CH09
2023-10-18,D0034,F034,CH08
2024-02-04,D0034,F034,CH08
2024-02-28,D0034,F034,CH08
2024-03-18,D0034,F034,CH07
2024-05-21,D0034,F034,CH07
2024-05-31,D0034,F034,CH07
2024-07-10,D0034,F034,CH09
2024-08-10,D0034,F034,CH09
2024-10-12,D0034,F034,CH09
2024-11-23,D0034,F034,CH07
2024-12-06,D0034,F034,CH09
2025-03-24,D0034,F034,CH09
2025-04-10,D0034,F034,CH08
2025-05-05,D0034,F034,CH07
2025-07-01,D0034,F034,CH08
2025-09-17,D0034,F034,CH07
2023-10-17,D0034,F034,CH03
2024-01-13,D0034,F034,CH03
2024-01-21,D0034,F034,CH02
2024-03-24,D0034,F034,CH03
2024-05-30,D0034,F034,CH02
2024-08-25,D0034,F034,CH01
2024-10-03,D0034,F034,CH01
2024-11-21,D0034,F034,CH02
2024-11-24,D0034,F034,CH03
2025-01-07,D0034,F034,CH01
2025-02-18,D0034,F034,CH03
2025-03-07,D0034,F034,CH01
2025-04-07,D0034,F034,CH02
2025-06-10,D0034,F034,CH01
2025-09-10,D0034,F034,CH02
2025-09-22,D0034,F034,CH03
2025-12-29,D0034,F034,CH01
2023-11-04,D0218,F166,CH06
2023-12-31,D0218,F166,CH05
2024-01-07,D0218,F166,CH05
2024-01-27,D0218,F166,CH05
2024-03-20,D0218,F166,CH06
2024-04-03,D0218,F166,CH06
2024-06-13,D0218,F166,CH04
2024-07-27,D0218,F166,CH04
2024-09-28,D0218,F166,CH04
2024-11-20,D0218,F166,CH05
2024-12-30,D0218,F166,CH05
2025-11-02,D0178,F149,CH04
2023-10-09,D0107,F107,CH05
2024-02-03,D0107,F107,CH04
2024-02-07,D0107,F107,CH05
2024-02-23,D0107,F107,CH06
2024-03-03,D0107,F107,CH06
2024-03-12,D0107,F107,CH05
2024-04-05,D0107,F107,CH05
2024-03-15,D0107,F107,CH09
2024-04-01,D0107,F107,CH07
2024-06-09,D0107,F107,CH09
2024-09-13,D0107,F107,CH09
2024-10-13,D0107,F107,CH07
2024-10-19,D0107,F107,CH07
2024-10-25,D0107,F107,CH08
2024-12-28,D0107,F107,CH09
2025-01-30,D0107,F107,CH07
2024-01-14,D0107,F107,CH03
2024-02-25,D0107,F107,CH03
2024-03-08,D0107,F107,CH01
2024-03-16,D0107,F107,CH01
2024-06-22,D0107,F107,CH02
2024-09-20,D0107,F107,CH02
2023-04-27,D0328,F199,CH03
2023-05-29,D0328,F199,CH01
2023-06-10,D0328,F199,CH02
2023-09-15,D0328,F199,CH02
2023-09-24,D0328,F199,CH02
2023-09-26,D0328,F199,CH03
2023-10-29,D0328,F199,CH01
2024-02-27,D0281,F187,CH05
2024-04-23,D0281,F187,CH06
2024-07-18,D0281,F187,CH04
2024-08-24,D0281,F187,CH06
2025-02-17,D0281,F187,CH05
2024-03-18,D0281,F187,CH07
2024-08-24,D0281,F187,CH08
2024-08-26,D0281,F187,CH07
2024-09-11,D0281,F187,CH07
2024-06-02,D0171,F146,CH03
2024-10-26,D0171,F146,CH03
2024-11-07,D0171,F146,CH01
2024-11-08,D0171,F146,CH02
2024-11-16,D0171,F146,CH03
2025-02-14,D0171,F146,CH03
2025-04-25,D0171,F146,CH03
2025-05-07,D0171,F146,CH02
2025-06-10,D0171,F146,CH01
2025-06-14,D0171,F146,CH03
2025-08-04,D0171,F146,CH01
2025-08-19,D0171,F146,CH02
2025-12-02,D0171,F146,CH02
2024-09-01,D0171,F146,CH09
2024-11-16,D0171,F146,CH09
2024-12-02,D0171,F146,CH09
2025-01-28,D0171,F146,CH08
2025-08-12,D0171,F146,CH07
2025-08-29,D0171,F146,CH07
2025-09-23,D0171,F146,CH09
2025-11-22,D0171,F146,CH08
2024-03-04,D0117,F117,CH09
2024-04-01,D0117,F117,CH08
2024-10-05,D0117,F117,CH09
2024-10-11,D0117,F117,CH09
2024-10-25,D0117,F117,CH09
2025-03-30,D0117,F117,CH09
2023-12-03,D0117,F117,CH01
2024-05-02,D0117,F117,CH03
2024-07-07,D0117,F117,CH02
2024-08-21,D0117,F117,CH02
2024-10-20,D0117,F117,CH01
2025-01-17,D0117,F117,CH03
2025-01-24,D0117,F117,CH03
2025-02-06,D0117,F117,CH01
2025-05-29,D0117,F117,CH02
2025-06-19,D0117,F117,CH03
2024-11-07,D0175,F148,CH02
2025-04-04,D0175,F148,CH02
2025-04-25,D0175,F148,CH03
2025-06-13,D0175,F148,CH03
2025-06-18,D0175,F148,CH03
2025-06-26,D0175,F148,CH01
2025-12-02,D0175,F148,CH02
2024-06-10,D0175,F148,CH07
2024-06-29,D0175,F148,CH09
2024-07-15,D0175,F148,CH07
2024-07-16,D0175,F148,CH08
2024-07-24,D0175,F148,CH07
2024-08-01,D0175,F148,CH08
2024-08-24,D0175,F148,CH08
2024-09-05,D0175,F148,CH09
2024-09-07,D0175,F148,CH08
2024-10-10,D0175,F148,CH08
2024-12-27,D0175,F148,CH09
2025-04-28,D0175,F148,CH08
2025-05-29,D0175,F148,CH08
2025-06-14,D0175,F148,CH07
2025-07-13,D0175,F148,CH07
2025-08-11,D0175,F148,CH09
2025-09-05,D0175,F148,CH08
2025-12-12,D0175,F148,CH09
2024-09-11,D0175,F148,CH06
2024-11-04,D0175,F148,CH04
2024-11-23,D0175,F148,CH05
2024-12-13,D0175,F148,CH06
2025-02-08,D0175,F148,CH05
2025-07-11,D0175,F148,CH04
2025-10-24,D0175,F148,CH05
2025-12-19,D0175,F148,CH06
2024-05-19,D0067,F067,CH03
2024-06-26,D0067,F067,CH01
2024-10-04,D0067,F067,CH01
2024-11-07,D0067,F067,CH02
2024-11-22,D0067,F067,CH03
2024-12-14,D0067,F067,CH03
2024-12-24,D0067,F067,CH02
2025-01-26,D0067,F067,CH02
2025-02-27,D0067,F067,CH01
2025-03-02,D0067,F067,CH03
2025-03-13,D0067,F067,CH02
2024-02-24,D0067,F067,CH06
2024-04-25,D0067,F067,CH06
2024-04-30,D0067,F067,CH06
2024-06-13,D0067,F067,CH05
2024-07-28,D0067,F067,CH06
2024-09-13,D0067,F067,CH04
2023-09-22,D0290,F189,CH08
2023-11-09,D0290,F189,CH07
2023-11-17,D0290,F189,CH09
2023-12-25,D0290,F189,CH09
2024-02-07,D0290,F189,CH09
2024-04-12,D0290,F189,CH08
2024-04-25,D0290,F189,CH08
2024-06-12,D0290,F189,CH09
2024-07-24,D0290,F189,CH08
2024-08-15,D0290,F189,CH09
2024-09-23,D0290,F189,CH08
2024-12-31,D0290,F189,CH09
2025-05-24,D0290,F189,CH08
2025-06-17,D0290,F189,CH07
2025-07-29,D0290,F189,CH09
2025-10-23,D0290,F189,CH08
2025-12-08,D0290,F189,CH08
2024-01-03,D0290,F189,CH05
2024-02-26,D0290,F189,CH06
2024-03-01,D0290,F189,CH04
2024-03-05,D0290,F189,CH05
2024-05-31,D0290,F189,CH04
2024-08-19,D0290,F189,CH05
2024-11-26,D0290,F189,CH06
2025-03-06,D0290,F189,CH04
2025-04-20,D0290,F189,CH06
2025-05-26,D0290,F189,CH06
2025-07-05,D0290,F189,CH04
2025-07-09,D0290,F189,CH06
2025-07-30,D0290,F189,CH05
2025-08-01,D0290,F189,CH04
2025-08-05,D0290,F189,CH05
2025-08-07,D0290,F189,CH05
2025-08-31,D0290,F189,CH05
2025-10-15,D0290,F189,CH04
2025-10-17,D0290,F189,CH05
2025-11-02,D0290,F189,CH04
2024-06-22,D0290,F189,CH01
2024-07-26,D0290,F189,CH03
2024-09-23,D0290,F189,CH01
2024-09-30,D0290,F189,CH03
2024-12-23,D0290,F189,CH01
2025-02-03,D0290,F189,CH02
2025-02-16,D0290,F189,CH01
2025-03-01,D0290,F189,CH03
2025-04-03,D0290,F189,CH03
2025-05-24,D0290,F189,CH02
2025-05-31,D0290,F189,CH02
2025-06-19,D0290,F189,CH02
2025-07-12,D0290,F189,CH01
2025-07-15,D0290,F189,CH01
2025-07-23,D0290,F189,CH01
2025-07-28,D0290,F189,CH01
2025-08-30,D0290,F189,CH01
2025-09-16,D0290,F189,CH03
2025-12-10,D0290,F189,CH03
2023-11-07,D0077,F077,CH07
2023-12-30,D0077,F077,CH08
2024-01-10,D0077,F077,CH07
2024-01-11,D0077,F077,CH08
2024-01-12,D0077,F077,CH07
2024-03-05,D0077,F077,CH07
2024-04-23,D0077,F077,CH09
2024-07-24,D0077,F077,CH07
2024-08-21,D0077,F077,CH08
2024-08-25,D0077,F077,CH09
2024-11-02,D0077,F077,CH08
2024-12-11,D0077,F077,CH09
2025-01-25,D0077,F077,CH09
2025-03-22,D0077,F077,CH07
2025-04-16,D0077,F077,CH07
2025-05-07,D0077,F077,CH08
2025-07-05,D0077,F077,CH08
2025-08-29,D0077,F077,CH07
2025-09-07,D0077,F077,CH08
2025-10-25,D0077,F077,CH08
2025-11-01,D0077,F077,CH07
2025-12-04,D0077,F077,CH09
2024-06-01,D0077,F077,CH02
2024-08-29,D0077,F077,CH03
2024-09-14,D0077,F077,CH03
2024-11-30,D0077,F077,CH01
2024-12-08,D0077,F077,CH01
2025-02-28,D0077,F077,CH03
2025-03-22,D0077,F077,CH02
2025-03-29,D0077,F077,CH01
2025-05-05,D0077,F077,CH02
2025-05-24,D0077,F077,CH03
2025-06-05,D0077,F077,CH01
2025-08-29,D0077,F077,CH02
2025-09-09,D0077,F077,CH03
2025-09-13,D0077,F077,CH01
2025-11-04,D0077,F077,CH02
2025-12-09,D0077,F077,CH01
2025-12-13,D0077,F077,CH02
2024-07-26,D0077,F077,CH04
2024-08-21,D0077,F077,CH06
2024-11-03,D0077,F077,CH05
2024-12-01,D0077,F077,CH04
2025-01-10,D0077,F077,CH05
2025-04-05,D0077,F077,CH04
2025-04-23,D0077,F077,CH04
2025-05-11,D0077,F077,CH04
2025-05-14,D0077,F077,CH06
2025-05-24,D0077,F077,CH06
2025-08-01,D0077,F077,CH05
2025-09-14,D0077,F077,CH04
2025-09-28,D0077,F077,CH06
2025-11-02,D0077,F077,CH04
2025-11-08,D0077,F077,CH05
2025-11-19,D0077,F077,CH04
2025-06-15,D0110,F110,CH06
2023-11-13,D0110,F110,CH07
2023-08-13,D0208,F163,CH01
2023-09-26,D0208,F163,CH01
2023-10-26,D0208,F163,CH03
2024-01-10,D0208,F163,CH02
2024-05-12,D0208,F163,CH03
2024-06-17,D0208,F163,CH03
2024-09-06,D0208,F163,CH01
2024-09-21,D0208,F163,CH01
2024-09-23,D0208,F163,CH01
2024-09-26,D0208,F163,CH02
2024-10-02,D0208,F163,CH03
2024-10-14,D0208,F163,CH03
2024-11-16,D0208,F163,CH01
2024-12-18,D0208,F163,CH03
2023-08-15,D0208,F163,CH08
2023-11-14,D0208,F163,CH09
2024-03-06,D0208,F163,CH09
2024-03-16,D0208,F163,CH08
2024-08-11,D0208,F163,CH07
2024-08-19,D0208,F163,CH08
2024-08-22,D0208,F163,CH09
2024-09-04,D0208,F163,CH07
2025-02-02,D0208,F163,CH09
2023-11-18,D0158,F139,CH04
2024-01-07,D0158,F139,CH05
2024-02-21,D0158,F139,CH04
2024-04-22,D0158,F139,CH04
2024-05-04,D0158,F139,CH04
2024-05-05,D0158,F139,CH05
2024-10-13,D0158,F139,CH05
2024-12-06,D0158,F139,CH05
2024-12-21,D0158,F139,CH04
2024-12-29,D0158,F139,CH05
2025-01-16,D0158,F139,CH04
2025-03-16,D0158,F139,CH04
2025-04-29,D0158,F139,CH06
2025-08-27,D0158,F139,CH06
2025-10-22,D0158,F139,CH04
2025-11-15,D0158,F139,CH04
2025-11-16,D0158,F139,CH04
2025-11-26,D0158,F139,CH06
2024-01-25,D0158,F139,CH03
2024-04-03,D0158,F139,CH03
2024-07-19,D0158,F139,CH01
2024-08-22,D0158,F139,CH03
2024-08-24,D0158,F139,CH02
2024-09-19,D0158,F139,CH02
2024-10-05,D0158,F139,CH01
2024-10-17,D0158,F139,CH01
2024-11-23,D0158,F139,CH03
2024-12-07,D0158,F139,CH01
2025-01-22,D0158,F139,CH01
2025-04-25,D0158,F139,CH02
2025-07-05,D0158,F139,CH02
2025-10-13,D0158,F139,CH03
2023-11-08,D0131,F126,CH03
2023-12-17,D0131,F126,CH02
2024-01-01,D0131,F126,CH02
2024-01-02,D0131,F126,CH01
2024-02-08,D0131,F126,CH03
2024-02-21,D0131,F126,CH02
2024-02-27,D0131,F126,CH01
2024-03-20,D0131,F126,CH02
2024-03-30,D0131,F126,CH01
2024-05-22,D0131,F126,CH03
2024-09-10,D0131,F126,CH03
2024-11-03,D0131,F126,CH01
2024-11-16,D0131,F126,CH03
2024-11-22,D0131,F126,CH01
2025-03-05,D0131,F126,CH01
2025-03-14,D0131,F126,CH03
2025-04-06,D0131,F126,CH03
2025-06-11,D0131,F126,CH01
2025-07-20,D0131,F126,CH01
2025-11-24,D0131,F126,CH03
2025-12-01,D0131,F126,CH03
2025-12-02,D0131,F126,CH01
2025-12-04,D0131,F126,CH01
2024-07-25,D0131,F126,CH06
2024-10-26,D0131,F126,CH06
2024-11-04,D0131,F126,CH04
2024-11-28,D0131,F126,CH06
2024-12-01,D0131,F126,CH04
2024-12-30,D0131,F126,CH06
2025-01-20,D0131,F126,CH06
2025-01-31,D0131,F126,CH06
2025-02-24,D0131,F126,CH04
2025-04-11,D0131,F126,CH05
2025-06-05,D0131,F126,CH06
2025-09-23,D0131,F126,CH06
2025-12-18,D0131,F126,CH04
2025-12-25,D0131,F126,CH04
2024-04-07,D0265,F182,CH02
2024-05-27,D0265,F182,CH03
2024-05-29,D0265,F182,CH01
2024-06-18,D0265,F182,CH02
2024-08-31,D0265,F182,CH02
2024-09-25,D0265,F182,CH03
2024-10-28,D0265,F182,CH03
2024-12-11,D0265,F182,CH02
2025-06-27,D0265,F182,CH02
2025-07-07,D0265,F182,CH03
2025-07-14,D0265,F182,CH03
2025-08-22,D0265,F182,CH03
2023-10-10,D0136,F128,CH08
2023-12-29,D0136,F128,CH07
2024-01-31,D0136,F128,CH08
2024-03-05,D0136,F128,CH09
2024-03-07,D0136,F128,CH09
2024-03-19,D0136,F128,CH09
2024-04-13,D0136,F128,CH09
2024-05-01,D0136,F128,CH08
